train dataset: size=3960
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
val dataset: size=1600
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
model: #params=937.9K
epoch 1/200, train: loss=0.0663, val: psnr=31.2121, 59.4s 59.4s/3.3h
epoch 2/200, train: loss=0.0332, val: psnr=33.3694, 55.4s 1.9m/3.2h
epoch 3/200, train: loss=0.0294, val: psnr=34.3039, 55.8s 2.8m/3.2h
epoch 4/200, train: loss=0.0269, val: psnr=34.7713, 55.8s 3.8m/3.1h
epoch 5/200, train: loss=0.0255, val: psnr=35.3848, 55.8s 4.7m/3.1h
epoch 6/200, train: loss=0.0245, val: psnr=35.4486, 55.6s 5.6m/3.1h
epoch 7/200, train: loss=0.0250, val: psnr=35.7350, 55.9s 6.6m/3.1h
epoch 8/200, train: loss=0.0240, val: psnr=35.6842, 55.9s 7.5m/3.1h
epoch 9/200, train: loss=0.0234, val: psnr=35.4904, 55.7s 8.4m/3.1h
epoch 10/200, train: loss=0.0240, val: psnr=35.8608, 56.0s 9.4m/3.1h
epoch 11/200, train: loss=0.0233, val: psnr=35.3693, 55.8s 10.3m/3.1h
epoch 12/200, train: loss=0.0237, val: psnr=35.5674, 55.8s 11.2m/3.1h
epoch 13/200, train: loss=0.0237, val: psnr=35.7598, 55.8s 12.1m/3.1h
epoch 14/200, train: loss=0.0233, val: psnr=36.1479, 55.6s 13.1m/3.1h
epoch 15/200, train: loss=0.0229, val: psnr=35.9396, 55.9s 14.0m/3.1h
epoch 16/200, train: loss=0.0231, val: psnr=35.7967, 55.8s 14.9m/3.1h
epoch 17/200, train: loss=0.0227, val: psnr=36.0573, 55.8s 15.9m/3.1h
epoch 18/200, train: loss=0.0230, val: psnr=36.1084, 55.6s 16.8m/3.1h
epoch 19/200, train: loss=0.0236, val: psnr=35.6707, 55.6s 17.7m/3.1h
epoch 20/200, train: loss=0.0228, val: psnr=36.3161, 55.8s 18.6m/3.1h
epoch 21/200, train: loss=0.0228, val: psnr=35.2718, 55.7s 19.6m/3.1h
epoch 22/200, train: loss=0.0230, val: psnr=35.7955, 55.8s 20.5m/3.1h
epoch 23/200, train: loss=0.0229, val: psnr=36.1024, 55.7s 21.4m/3.1h
epoch 24/200, train: loss=0.0227, val: psnr=36.0836, 55.7s 22.4m/3.1h
epoch 25/200, train: loss=0.0227, val: psnr=36.3060, 55.8s 23.3m/3.1h
epoch 26/200, train: loss=0.0224, val: psnr=36.2246, 55.8s 24.2m/3.1h
epoch 27/200, train: loss=0.0227, val: psnr=36.3987, 55.7s 25.1m/3.1h
epoch 28/200, train: loss=0.0229, val: psnr=36.3424, 55.6s 26.1m/3.1h
epoch 29/200, train: loss=0.0223, val: psnr=36.6045, 55.8s 27.0m/3.1h
epoch 30/200, train: loss=0.0231, val: psnr=36.5107, 55.8s 27.9m/3.1h
epoch 31/200, train: loss=0.0226, val: psnr=36.1765, 55.7s 28.9m/3.1h
epoch 32/200, train: loss=0.0219, val: psnr=36.4566, 55.8s 29.8m/3.1h
epoch 33/200, train: loss=0.0222, val: psnr=36.4015, 55.8s 30.7m/3.1h
epoch 34/200, train: loss=0.0226, val: psnr=36.2364, 55.7s 31.7m/3.1h
epoch 35/200, train: loss=0.0224, val: psnr=36.4534, 55.7s 32.6m/3.1h
epoch 36/200, train: loss=0.0225, val: psnr=36.7097, 55.8s 33.5m/3.1h
epoch 37/200, train: loss=0.0221, val: psnr=36.4873, 55.6s 34.4m/3.1h
epoch 38/200, train: loss=0.0223, val: psnr=36.3807, 55.7s 35.4m/3.1h
epoch 39/200, train: loss=0.0220, val: psnr=36.2514, 55.8s 36.3m/3.1h
epoch 40/200, train: loss=0.0217, val: psnr=36.6108, 55.8s 37.2m/3.1h
epoch 41/200, train: loss=0.0215, val: psnr=36.5750, 55.8s 38.2m/3.1h
epoch 42/200, train: loss=0.0215, val: psnr=36.9020, 55.9s 39.1m/3.1h
epoch 43/200, train: loss=0.0216, val: psnr=36.6336, 55.8s 40.0m/3.1h
epoch 44/200, train: loss=0.0216, val: psnr=36.7769, 55.7s 40.9m/3.1h
epoch 45/200, train: loss=0.0217, val: psnr=36.9029, 55.8s 41.9m/3.1h
epoch 46/200, train: loss=0.0218, val: psnr=36.4476, 55.9s 42.8m/3.1h
epoch 47/200, train: loss=0.0216, val: psnr=37.0991, 55.6s 43.7m/3.1h
epoch 48/200, train: loss=0.0215, val: psnr=36.8828, 55.6s 44.7m/3.1h
epoch 49/200, train: loss=0.0218, val: psnr=36.8982, 55.9s 45.6m/3.1h
epoch 50/200, train: loss=0.0215, val: psnr=36.9349, 55.7s 46.5m/3.1h
epoch 51/200, train: loss=0.0218, val: psnr=36.6606, 55.6s 47.4m/3.1h
epoch 52/200, train: loss=0.0215, val: psnr=36.7802, 55.8s 48.4m/3.1h
epoch 53/200, train: loss=0.0216, val: psnr=36.8549, 55.8s 49.3m/3.1h
epoch 54/200, train: loss=0.0215, val: psnr=36.8933, 55.7s 50.2m/3.1h
epoch 55/200, train: loss=0.0215, val: psnr=36.7699, 55.5s 51.2m/3.1h
epoch 56/200, train: loss=0.0214, val: psnr=36.8753, 55.7s 52.1m/3.1h
epoch 57/200, train: loss=0.0216, val: psnr=36.6393, 55.6s 53.0m/3.1h
epoch 58/200, train: loss=0.0217, val: psnr=36.5824, 55.7s 53.9m/3.1h
epoch 59/200, train: loss=0.0213, val: psnr=36.6632, 55.7s 54.9m/3.1h
epoch 60/200, train: loss=0.0212, val: psnr=36.8902, 55.7s 55.8m/3.1h
epoch 61/200, train: loss=0.0217, val: psnr=36.7439, 55.8s 56.7m/3.1h
epoch 62/200, train: loss=0.0214, val: psnr=36.7340, 55.7s 57.7m/3.1h
epoch 63/200, train: loss=0.0216, val: psnr=36.6904, 55.6s 58.6m/3.1h
epoch 64/200, train: loss=0.0216, val: psnr=36.9572, 55.6s 59.5m/3.1h
epoch 65/200, train: loss=0.0219, val: psnr=36.7248, 56.0s 1.0h/3.1h
epoch 66/200, train: loss=0.0214, val: psnr=36.8452, 55.9s 1.0h/3.1h
epoch 67/200, train: loss=0.0218, val: psnr=37.0277, 55.5s 1.0h/3.1h
epoch 68/200, train: loss=0.0216, val: psnr=37.0014, 55.5s 1.1h/3.1h
epoch 69/200, train: loss=0.0216, val: psnr=37.1126, 55.6s 1.1h/3.1h
epoch 70/200, train: loss=0.0215, val: psnr=36.9033, 55.4s 1.1h/3.1h
epoch 71/200, train: loss=0.0215, val: psnr=36.9979, 55.6s 1.1h/3.1h
epoch 72/200, train: loss=0.0214, val: psnr=36.6725, 55.3s 1.1h/3.1h
epoch 73/200, train: loss=0.0214, val: psnr=36.8201, 55.5s 1.1h/3.1h
epoch 74/200, train: loss=0.0213, val: psnr=36.9968, 55.5s 1.1h/3.1h
epoch 75/200, train: loss=0.0213, val: psnr=36.9355, 55.4s 1.2h/3.1h
epoch 76/200, train: loss=0.0214, val: psnr=37.0306, 55.6s 1.2h/3.1h
epoch 77/200, train: loss=0.0216, val: psnr=37.0379, 55.7s 1.2h/3.1h
epoch 78/200, train: loss=0.0214, val: psnr=37.1268, 55.6s 1.2h/3.1h
epoch 79/200, train: loss=0.0212, val: psnr=36.9396, 55.8s 1.2h/3.1h
epoch 80/200, train: loss=0.0215, val: psnr=36.9791, 55.4s 1.2h/3.1h
epoch 81/200, train: loss=0.0216, val: psnr=36.8195, 55.6s 1.3h/3.1h
epoch 82/200, train: loss=0.0213, val: psnr=37.0194, 55.6s 1.3h/3.1h
epoch 83/200, train: loss=0.0213, val: psnr=37.0172, 55.7s 1.3h/3.1h
epoch 84/200, train: loss=0.0215, val: psnr=36.9372, 55.6s 1.3h/3.1h
epoch 85/200, train: loss=0.0214, val: psnr=36.9849, 55.5s 1.3h/3.1h
epoch 86/200, train: loss=0.0213, val: psnr=36.8719, 55.7s 1.3h/3.1h
epoch 87/200, train: loss=0.0212, val: psnr=36.9885, 55.6s 1.3h/3.1h
epoch 88/200, train: loss=0.0214, val: psnr=36.8526, 55.6s 1.4h/3.1h
epoch 89/200, train: loss=0.0212, val: psnr=37.0275, 55.6s 1.4h/3.1h
epoch 90/200, train: loss=0.0211, val: psnr=37.0718, 55.6s 1.4h/3.1h
epoch 91/200, train: loss=0.0210, val: psnr=37.1018, 55.5s 1.4h/3.1h
epoch 92/200, train: loss=0.0213, val: psnr=36.9038, 55.6s 1.4h/3.1h
epoch 93/200, train: loss=0.0211, val: psnr=36.8418, 55.5s 1.4h/3.1h
epoch 94/200, train: loss=0.0213, val: psnr=36.7809, 55.6s 1.5h/3.1h
epoch 95/200, train: loss=0.0212, val: psnr=37.0753, 55.8s 1.5h/3.1h
epoch 96/200, train: loss=0.0213, val: psnr=36.9742, 55.6s 1.5h/3.1h
epoch 97/200, train: loss=0.0212, val: psnr=37.2150, 55.8s 1.5h/3.1h
epoch 98/200, train: loss=0.0213, val: psnr=36.8072, 55.6s 1.5h/3.1h
epoch 99/200, train: loss=0.0213, val: psnr=36.9800, 55.6s 1.5h/3.1h
epoch 100/200, train: loss=0.0211, val: psnr=36.9800, 55.6s 1.5h/3.1h
epoch 101/200, train: loss=0.0212, val: psnr=37.1932, 55.6s 1.6h/3.1h
epoch 102/200, train: loss=0.0213, val: psnr=37.1059, 55.7s 1.6h/3.1h
epoch 103/200, train: loss=0.0210, val: psnr=37.0992, 55.5s 1.6h/3.1h
epoch 104/200, train: loss=0.0211, val: psnr=37.3351, 55.6s 1.6h/3.1h
epoch 105/200, train: loss=0.0212, val: psnr=36.9370, 55.7s 1.6h/3.1h
epoch 106/200, train: loss=0.0212, val: psnr=36.9846, 55.5s 1.6h/3.1h
epoch 107/200, train: loss=0.0212, val: psnr=37.1892, 55.5s 1.7h/3.1h
epoch 108/200, train: loss=0.0214, val: psnr=37.1529, 55.8s 1.7h/3.1h
epoch 109/200, train: loss=0.0211, val: psnr=37.1558, 55.8s 1.7h/3.1h
epoch 110/200, train: loss=0.0212, val: psnr=37.1251, 55.6s 1.7h/3.1h
epoch 111/200, train: loss=0.0213, val: psnr=36.8992, 55.6s 1.7h/3.1h
epoch 112/200, train: loss=0.0211, val: psnr=36.7806, 55.8s 1.7h/3.1h
epoch 113/200, train: loss=0.0213, val: psnr=37.1554, 55.6s 1.7h/3.1h
epoch 114/200, train: loss=0.0214, val: psnr=37.0033, 55.7s 1.8h/3.1h
epoch 115/200, train: loss=0.0210, val: psnr=37.0736, 55.6s 1.8h/3.1h
epoch 116/200, train: loss=0.0213, val: psnr=37.2024, 55.6s 1.8h/3.1h
epoch 117/200, train: loss=0.0213, val: psnr=37.1382, 55.3s 1.8h/3.1h
epoch 118/200, train: loss=0.0213, val: psnr=37.2684, 55.6s 1.8h/3.1h
epoch 119/200, train: loss=0.0209, val: psnr=37.1854, 55.5s 1.8h/3.1h
epoch 120/200, train: loss=0.0211, val: psnr=37.0267, 55.6s 1.9h/3.1h
epoch 121/200, train: loss=0.0209, val: psnr=37.0264, 55.4s 1.9h/3.1h
epoch 122/200, train: loss=0.0212, val: psnr=37.1420, 55.8s 1.9h/3.1h
epoch 123/200, train: loss=0.0211, val: psnr=37.1276, 55.6s 1.9h/3.1h
epoch 124/200, train: loss=0.0210, val: psnr=36.8394, 55.6s 1.9h/3.1h
epoch 125/200, train: loss=0.0211, val: psnr=37.1184, 55.7s 1.9h/3.1h
epoch 126/200, train: loss=0.0210, val: psnr=37.1660, 55.6s 1.9h/3.1h
epoch 127/200, train: loss=0.0210, val: psnr=37.1064, 55.8s 2.0h/3.1h
epoch 128/200, train: loss=0.0211, val: psnr=37.0726, 55.8s 2.0h/3.1h
epoch 129/200, train: loss=0.0210, val: psnr=37.0912, 55.8s 2.0h/3.1h
epoch 130/200, train: loss=0.0209, val: psnr=37.1553, 55.6s 2.0h/3.1h
epoch 131/200, train: loss=0.0211, val: psnr=37.0561, 55.8s 2.0h/3.1h
epoch 132/200, train: loss=0.0212, val: psnr=37.3136, 55.6s 2.0h/3.1h
epoch 133/200, train: loss=0.0208, val: psnr=37.0299, 56.7s 2.1h/3.1h
epoch 134/200, train: loss=0.0211, val: psnr=37.1555, 55.2s 2.1h/3.1h
epoch 135/200, train: loss=0.0213, val: psnr=37.1601, 54.8s 2.1h/3.1h
epoch 136/200, train: loss=0.0210, val: psnr=37.1211, 55.4s 2.1h/3.1h
epoch 137/200, train: loss=0.0211, val: psnr=37.2443, 55.8s 2.1h/3.1h
epoch 138/200, train: loss=0.0212, val: psnr=37.2679, 55.5s 2.1h/3.1h
epoch 139/200, train: loss=0.0211, val: psnr=37.0143, 55.6s 2.2h/3.1h
epoch 140/200, train: loss=0.0214, val: psnr=36.8583, 55.7s 2.2h/3.1h
epoch 141/200, train: loss=0.0209, val: psnr=37.2078, 55.3s 2.2h/3.1h
epoch 142/200, train: loss=0.0212, val: psnr=37.0499, 55.5s 2.2h/3.1h
epoch 143/200, train: loss=0.0211, val: psnr=36.9158, 55.5s 2.2h/3.1h
epoch 144/200, train: loss=0.0211, val: psnr=36.9097, 55.5s 2.2h/3.1h
epoch 145/200, train: loss=0.0211, val: psnr=37.0345, 55.6s 2.2h/3.1h
epoch 146/200, train: loss=0.0211, val: psnr=37.2128, 55.5s 2.3h/3.1h
epoch 147/200, train: loss=0.0213, val: psnr=37.2472, 55.6s 2.3h/3.1h
epoch 148/200, train: loss=0.0213, val: psnr=37.1202, 55.4s 2.3h/3.1h
epoch 149/200, train: loss=0.0210, val: psnr=37.1330, 55.4s 2.3h/3.1h
epoch 150/200, train: loss=0.0210, val: psnr=37.1741, 55.5s 2.3h/3.1h
epoch 151/200, train: loss=0.0213, val: psnr=37.1395, 55.4s 2.3h/3.1h
epoch 152/200, train: loss=0.0210, val: psnr=37.0336, 55.5s 2.4h/3.1h
epoch 153/200, train: loss=0.0211, val: psnr=36.9973, 55.5s 2.4h/3.1h
epoch 154/200, train: loss=0.0212, val: psnr=37.0665, 55.4s 2.4h/3.1h
epoch 155/200, train: loss=0.0210, val: psnr=37.0574, 55.6s 2.4h/3.1h
epoch 156/200, train: loss=0.0211, val: psnr=37.4307, 55.6s 2.4h/3.1h
epoch 157/200, train: loss=0.0211, val: psnr=37.1703, 55.6s 2.4h/3.1h
epoch 158/200, train: loss=0.0209, val: psnr=37.1663, 55.6s 2.4h/3.1h
epoch 159/200, train: loss=0.0210, val: psnr=37.2576, 55.4s 2.5h/3.1h
epoch 160/200, train: loss=0.0210, val: psnr=37.3149, 55.6s 2.5h/3.1h
epoch 161/200, train: loss=0.0211, val: psnr=37.3825, 55.5s 2.5h/3.1h
epoch 162/200, train: loss=0.0210, val: psnr=37.1918, 55.7s 2.5h/3.1h
epoch 163/200, train: loss=0.0209, val: psnr=37.2013, 55.4s 2.5h/3.1h
epoch 164/200, train: loss=0.0211, val: psnr=37.1818, 55.0s 2.5h/3.1h
epoch 165/200, train: loss=0.0212, val: psnr=37.0549, 54.9s 2.6h/3.1h
epoch 166/200, train: loss=0.0208, val: psnr=37.2065, 55.4s 2.6h/3.1h
epoch 167/200, train: loss=0.0211, val: psnr=37.0879, 55.4s 2.6h/3.1h
epoch 168/200, train: loss=0.0209, val: psnr=37.1382, 55.6s 2.6h/3.1h
epoch 169/200, train: loss=0.0211, val: psnr=37.0751, 55.4s 2.6h/3.1h
epoch 170/200, train: loss=0.0210, val: psnr=37.1423, 55.2s 2.6h/3.1h
epoch 171/200, train: loss=0.0211, val: psnr=37.4615, 55.6s 2.6h/3.1h
epoch 172/200, train: loss=0.0212, val: psnr=37.1959, 55.3s 2.7h/3.1h
epoch 173/200, train: loss=0.0212, val: psnr=37.1351, 55.6s 2.7h/3.1h
epoch 174/200, train: loss=0.0211, val: psnr=37.3070, 55.4s 2.7h/3.1h
epoch 175/200, train: loss=0.0210, val: psnr=37.0478, 55.4s 2.7h/3.1h
epoch 176/200, train: loss=0.0210, val: psnr=37.1831, 55.4s 2.7h/3.1h
epoch 177/200, train: loss=0.0210, val: psnr=37.2283, 55.5s 2.7h/3.1h
epoch 178/200, train: loss=0.0210, val: psnr=37.0748, 55.4s 2.8h/3.1h
epoch 179/200, train: loss=0.0209, val: psnr=37.2878, 55.6s 2.8h/3.1h
epoch 180/200, train: loss=0.0211, val: psnr=37.1453, 55.4s 2.8h/3.1h
epoch 181/200, train: loss=0.0211, val: psnr=37.2252, 55.4s 2.8h/3.1h
epoch 182/200, train: loss=0.0209, val: psnr=36.9324, 55.4s 2.8h/3.1h
epoch 183/200, train: loss=0.0213, val: psnr=37.3008, 55.7s 2.8h/3.1h
epoch 184/200, train: loss=0.0210, val: psnr=37.3014, 55.5s 2.8h/3.1h
epoch 185/200, train: loss=0.0209, val: psnr=36.9043, 55.6s 2.9h/3.1h
epoch 186/200, train: loss=0.0209, val: psnr=37.1958, 55.5s 2.9h/3.1h
epoch 187/200, train: loss=0.0211, val: psnr=37.3195, 55.5s 2.9h/3.1h
epoch 188/200, train: loss=0.0211, val: psnr=37.0022, 55.6s 2.9h/3.1h
epoch 189/200, train: loss=0.0210, val: psnr=37.1354, 55.6s 2.9h/3.1h
epoch 190/200, train: loss=0.0210, val: psnr=37.1962, 55.5s 2.9h/3.1h
epoch 191/200, train: loss=0.0210, val: psnr=37.1611, 55.6s 3.0h/3.1h
epoch 192/200, train: loss=0.0211, val: psnr=37.2355, 55.6s 3.0h/3.1h
epoch 193/200, train: loss=0.0210, val: psnr=37.2753, 55.4s 3.0h/3.1h
epoch 194/200, train: loss=0.0211, val: psnr=37.1915, 55.6s 3.0h/3.1h
epoch 195/200, train: loss=0.0212, val: psnr=37.0787, 55.5s 3.0h/3.1h
epoch 196/200, train: loss=0.0209, val: psnr=37.2314, 55.6s 3.0h/3.1h
epoch 197/200, train: loss=0.0209, val: psnr=37.0369, 55.8s 3.0h/3.1h
epoch 198/200, train: loss=0.0209, val: psnr=37.2009, 55.4s 3.1h/3.1h
epoch 199/200, train: loss=0.0211, val: psnr=37.1889, 55.6s 3.1h/3.1h
epoch 200/200, train: loss=0.0210, val: psnr=37.1968, 55.7s 3.1h/3.1h
