train dataset: size=3960
  inp: shape=(3, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 3)
val dataset: size=1600
  inp: shape=(3, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 3)
model: #params=1.6M
epoch 1/120, train: loss=0.0439, val: psnr=34.1857, 2.4m 2.4m/4.7h
epoch 2/120, train: loss=0.0270, val: psnr=35.4161, 2.4m 4.7m/4.7h
epoch 3/120, train: loss=0.0238, val: psnr=35.8631, 2.4m 7.1m/4.7h
epoch 4/120, train: loss=0.0238, val: psnr=35.5243, 2.3m 9.5m/4.7h
epoch 5/120, train: loss=0.0231, val: psnr=36.0181, 2.3m 11.8m/4.7h
epoch 6/120, train: loss=0.0229, val: psnr=35.9982, 2.3m 14.1m/4.7h
epoch 7/120, train: loss=0.0229, val: psnr=36.1630, 2.3m 16.4m/4.7h
epoch 8/120, train: loss=0.0230, val: psnr=36.1848, 2.3m 18.8m/4.7h
epoch 9/120, train: loss=0.0228, val: psnr=35.5182, 2.3m 21.1m/4.7h
epoch 10/120, train: loss=0.0235, val: psnr=36.3568, 2.4m 23.5m/4.7h
epoch 11/120, train: loss=0.0226, val: psnr=36.3641, 2.4m 25.8m/4.7h
epoch 12/120, train: loss=0.0224, val: psnr=36.4350, 2.4m 28.2m/4.7h
epoch 13/120, train: loss=0.0222, val: psnr=36.0123, 2.3m 30.5m/4.7h
epoch 14/120, train: loss=0.0222, val: psnr=36.5366, 2.3m 32.9m/4.7h
epoch 15/120, train: loss=0.0222, val: psnr=36.5983, 2.3m 35.2m/4.7h
epoch 16/120, train: loss=0.0225, val: psnr=36.7696, 2.3m 37.6m/4.7h
epoch 17/120, train: loss=0.0219, val: psnr=36.7968, 2.3m 39.9m/4.7h
epoch 18/120, train: loss=0.0218, val: psnr=36.7066, 2.3m 42.2m/4.7h
epoch 19/120, train: loss=0.0214, val: psnr=36.6245, 2.3m 44.6m/4.7h
epoch 20/120, train: loss=0.0220, val: psnr=36.5128, 2.3m 46.9m/4.7h
epoch 21/120, train: loss=0.0218, val: psnr=37.0112, 2.3m 49.2m/4.7h
epoch 22/120, train: loss=0.0213, val: psnr=36.9963, 2.3m 51.6m/4.7h
epoch 23/120, train: loss=0.0215, val: psnr=36.4435, 2.3m 53.9m/4.7h
epoch 24/120, train: loss=0.0215, val: psnr=36.8722, 2.3m 56.2m/4.7h
epoch 25/120, train: loss=0.0213, val: psnr=36.2278, 2.3m 58.5m/4.7h
epoch 26/120, train: loss=0.0215, val: psnr=36.6959, 2.3m 1.0h/4.7h
epoch 27/120, train: loss=0.0214, val: psnr=36.9927, 2.3m 1.1h/4.7h
epoch 28/120, train: loss=0.0213, val: psnr=36.9975, 2.3m 1.1h/4.7h
epoch 29/120, train: loss=0.0213, val: psnr=37.0302, 2.3m 1.1h/4.7h
epoch 30/120, train: loss=0.0213, val: psnr=36.9239, 2.3m 1.2h/4.7h
epoch 31/120, train: loss=0.0214, val: psnr=36.9969, 2.3m 1.2h/4.7h
epoch 32/120, train: loss=0.0211, val: psnr=37.0683, 2.3m 1.2h/4.7h
epoch 33/120, train: loss=0.0213, val: psnr=36.9704, 2.3m 1.3h/4.7h
epoch 34/120, train: loss=0.0215, val: psnr=36.9334, 2.3m 1.3h/4.7h
epoch 35/120, train: loss=0.0211, val: psnr=36.6757, 2.4m 1.4h/4.7h
epoch 36/120, train: loss=0.0212, val: psnr=37.0664, 2.3m 1.4h/4.7h
epoch 37/120, train: loss=0.0212, val: psnr=37.3015, 2.4m 1.4h/4.7h
epoch 38/120, train: loss=0.0214, val: psnr=37.1271, 2.3m 1.5h/4.7h
epoch 39/120, train: loss=0.0213, val: psnr=37.0504, 2.4m 1.5h/4.7h
epoch 40/120, train: loss=0.0213, val: psnr=37.0864, 2.4m 1.6h/4.7h
epoch 41/120, train: loss=0.0210, val: psnr=37.0998, 2.4m 1.6h/4.7h
epoch 42/120, train: loss=0.0212, val: psnr=37.0062, 2.4m 1.6h/4.7h
epoch 43/120, train: loss=0.0211, val: psnr=37.3050, 2.4m 1.7h/4.7h
epoch 44/120, train: loss=0.0213, val: psnr=37.1933, 2.3m 1.7h/4.7h
epoch 45/120, train: loss=0.0212, val: psnr=37.1442, 2.4m 1.8h/4.7h
epoch 46/120, train: loss=0.0209, val: psnr=37.2682, 2.4m 1.8h/4.7h
epoch 47/120, train: loss=0.0211, val: psnr=37.2296, 2.3m 1.8h/4.7h
epoch 48/120, train: loss=0.0210, val: psnr=37.2811, 2.3m 1.9h/4.7h
epoch 49/120, train: loss=0.0211, val: psnr=37.0626, 2.3m 1.9h/4.7h
epoch 50/120, train: loss=0.0210, val: psnr=37.0512, 2.3m 2.0h/4.7h
epoch 51/120, train: loss=0.0212, val: psnr=37.1945, 2.4m 2.0h/4.7h
epoch 52/120, train: loss=0.0209, val: psnr=37.4114, 2.3m 2.0h/4.7h
epoch 53/120, train: loss=0.0210, val: psnr=37.2316, 2.3m 2.1h/4.7h
epoch 54/120, train: loss=0.0212, val: psnr=37.1660, 2.3m 2.1h/4.7h
epoch 55/120, train: loss=0.0211, val: psnr=37.1898, 2.3m 2.1h/4.7h
epoch 56/120, train: loss=0.0212, val: psnr=37.2530, 2.3m 2.2h/4.7h
epoch 57/120, train: loss=0.0211, val: psnr=36.9709, 2.3m 2.2h/4.7h
epoch 58/120, train: loss=0.0210, val: psnr=37.2392, 2.4m 2.3h/4.7h
epoch 59/120, train: loss=0.0209, val: psnr=37.0149, 2.4m 2.3h/4.7h
epoch 60/120, train: loss=0.0210, val: psnr=37.2617, 2.3m 2.3h/4.7h
epoch 61/120, train: loss=0.0212, val: psnr=37.3293, 2.4m 2.4h/4.7h
epoch 62/120, train: loss=0.0208, val: psnr=37.0649, 2.4m 2.4h/4.7h
epoch 63/120, train: loss=0.0212, val: psnr=37.2717, 2.3m 2.5h/4.7h
epoch 64/120, train: loss=0.0209, val: psnr=37.1692, 2.3m 2.5h/4.7h
epoch 65/120, train: loss=0.0211, val: psnr=37.0797, 2.4m 2.5h/4.7h
epoch 66/120, train: loss=0.0211, val: psnr=37.3149, 2.3m 2.6h/4.7h
epoch 67/120, train: loss=0.0207, val: psnr=37.2586, 2.4m 2.6h/4.7h
epoch 68/120, train: loss=0.0210, val: psnr=37.2603, 2.4m 2.7h/4.7h
epoch 69/120, train: loss=0.0210, val: psnr=37.1333, 2.4m 2.7h/4.7h
epoch 70/120, train: loss=0.0210, val: psnr=37.3736, 2.4m 2.7h/4.7h
epoch 71/120, train: loss=0.0209, val: psnr=37.4884, 2.4m 2.8h/4.7h
epoch 72/120, train: loss=0.0208, val: psnr=37.2613, 2.4m 2.8h/4.7h
epoch 73/120, train: loss=0.0209, val: psnr=37.3965, 2.4m 2.9h/4.7h
epoch 74/120, train: loss=0.0209, val: psnr=37.2079, 2.4m 2.9h/4.7h
epoch 75/120, train: loss=0.0210, val: psnr=37.1412, 2.4m 2.9h/4.7h
epoch 76/120, train: loss=0.0209, val: psnr=37.4371, 2.4m 3.0h/4.7h
epoch 77/120, train: loss=0.0207, val: psnr=37.3599, 2.4m 3.0h/4.7h
epoch 78/120, train: loss=0.0210, val: psnr=37.2888, 2.4m 3.1h/4.7h
epoch 79/120, train: loss=0.0209, val: psnr=37.4532, 2.4m 3.1h/4.7h
epoch 80/120, train: loss=0.0208, val: psnr=37.5690, 2.4m 3.1h/4.7h
epoch 81/120, train: loss=0.0210, val: psnr=37.2580, 2.3m 3.2h/4.7h
epoch 82/120, train: loss=0.0209, val: psnr=37.2893, 2.4m 3.2h/4.7h
epoch 83/120, train: loss=0.0208, val: psnr=37.4825, 2.4m 3.3h/4.7h
epoch 84/120, train: loss=0.0210, val: psnr=37.3692, 2.4m 3.3h/4.7h
epoch 85/120, train: loss=0.0208, val: psnr=37.3708, 2.4m 3.3h/4.7h
epoch 86/120, train: loss=0.0209, val: psnr=37.3675, 2.4m 3.4h/4.7h
epoch 87/120, train: loss=0.0210, val: psnr=37.1288, 2.3m 3.4h/4.7h
epoch 88/120, train: loss=0.0208, val: psnr=37.3232, 2.4m 3.5h/4.7h
epoch 89/120, train: loss=0.0208, val: psnr=37.3553, 2.4m 3.5h/4.7h
epoch 90/120, train: loss=0.0210, val: psnr=37.3276, 2.4m 3.5h/4.7h
epoch 91/120, train: loss=0.0208, val: psnr=37.4321, 2.4m 3.6h/4.7h
epoch 92/120, train: loss=0.0209, val: psnr=37.4099, 2.4m 3.6h/4.7h
epoch 93/120, train: loss=0.0209, val: psnr=37.2172, 2.4m 3.7h/4.7h
epoch 94/120, train: loss=0.0207, val: psnr=37.2541, 2.4m 3.7h/4.7h
epoch 95/120, train: loss=0.0210, val: psnr=37.4245, 2.4m 3.7h/4.7h
epoch 96/120, train: loss=0.0208, val: psnr=37.2405, 2.4m 3.8h/4.7h
epoch 97/120, train: loss=0.0209, val: psnr=37.4668, 2.4m 3.8h/4.7h
epoch 98/120, train: loss=0.0208, val: psnr=37.3381, 2.4m 3.9h/4.7h
epoch 99/120, train: loss=0.0208, val: psnr=37.3979, 2.4m 3.9h/4.7h
epoch 100/120, train: loss=0.0210, val: psnr=37.3855, 2.4m 3.9h/4.7h
epoch 101/120, train: loss=0.0210, val: psnr=37.3276, 2.4m 4.0h/4.7h
epoch 102/120, train: loss=0.0207, val: psnr=37.0602, 2.4m 4.0h/4.7h
epoch 103/120, train: loss=0.0208, val: psnr=37.1647, 2.4m 4.1h/4.7h
epoch 104/120, train: loss=0.0206, val: psnr=37.4237, 2.4m 4.1h/4.7h
epoch 105/120, train: loss=0.0208, val: psnr=37.3112, 2.4m 4.1h/4.7h
epoch 106/120, train: loss=0.0205, val: psnr=37.3159, 2.4m 4.2h/4.7h
epoch 107/120, train: loss=0.0206, val: psnr=37.5557, 2.4m 4.2h/4.7h
epoch 108/120, train: loss=0.0207, val: psnr=37.2673, 2.4m 4.3h/4.7h
epoch 109/120, train: loss=0.0207, val: psnr=37.4172, 2.4m 4.3h/4.7h
epoch 110/120, train: loss=0.0211, val: psnr=37.2865, 2.4m 4.3h/4.7h
epoch 111/120, train: loss=0.0208, val: psnr=37.3620, 2.4m 4.4h/4.7h
epoch 112/120, train: loss=0.0209, val: psnr=37.4439, 2.4m 4.4h/4.7h
epoch 113/120, train: loss=0.0208, val: psnr=37.3229, 2.4m 4.5h/4.7h
epoch 114/120, train: loss=0.0209, val: psnr=37.3662, 2.4m 4.5h/4.7h
epoch 115/120, train: loss=0.0209, val: psnr=37.4728, 2.4m 4.5h/4.7h
epoch 116/120, train: loss=0.0206, val: psnr=37.3700, 2.4m 4.6h/4.7h
epoch 117/120, train: loss=0.0207, val: psnr=37.5282, 2.4m 4.6h/4.7h
epoch 118/120, train: loss=0.0209, val: psnr=37.2157, 2.4m 4.7h/4.7h
epoch 119/120, train: loss=0.0207, val: psnr=37.4442, 2.4m 4.7h/4.7h
epoch 120/120, train: loss=0.0207, val: psnr=37.2528, 2.4m 4.7h/4.7h
